round,strategy,true_count,bet,wagered,result,bankroll
4733,COUNT,-1.399,10,10,-10,435
4733,DEALER,-1.399,10,10,10,-2545
4734,BASIC,-1.232,10,20,-20,-680
4734,COUNT,-1.232,10,10,10,445
4734,DEALER,-1.232,10,10,-10,-2555
4735,BASIC,-2.07,10,10,10,-670
4735,COUNT,-2.07,10,10,10,455
4735,DEALER,-2.07,10,10,10,-2545
4736,BASIC,-2.979,10,10,-10,-680
4736,COUNT,-2.979,10,10,-10,445
4736,DEALER,-2.979,10,10,-10,-2555
4737,BASIC,-2.857,10,10,-10,-690
4737,COUNT,-2.857,10,10,-10,435
4737,DEALER,-2.857,10,10,-10,-2565
4738,BASIC,-2.141,10,10,-10,-700
4738,COUNT,-2.141,10,10,10,445
4738,DEALER,-2.141,10,10,10,-2555
4739,BASIC,-3.25,10,20,-20,-720
4739,COUNT,-3.25,10,30,-30,415
4739,DEALER,-3.25,10,10,-10,-2565
4740,BASIC,-3.184,10,10,10,-710
4740,COUNT,-3.184,10,10,0,415
4740,DEALER,-3.184,10,10,10,-2555
4741,BASIC,-3.824,10,10,0,-710
4741,COUNT,-3.824,10,10,-10,405
4741,DEALER,-3.824,10,10,-10,-2565
4742,BASIC,-4.194,10,20,20,-690
4742,COUNT,-4.194,10,10,-5,400
4742,DEALER,-4.194,10,10,-10,-2575
4743,BASIC,-5.018,10,10,10,-680
4743,COUNT,-5.018,10,10,0,400
4743,DEALER,-5.018,10,10,10,-2565
4744,BASIC,-6.438,10,10,10,-670
4744,COUNT,-6.438,10,20,20,420
4744,DEALER,-6.438,10,10,-10,-2575
4745,BASIC,-2.889,10,10,-10,-680
4745,COUNT,-2.889,10,10,10,430
4745,DEALER,-2.889,10,10,-10,-2585
4746,BASIC,0.0,10,10,10,-670
4746,COUNT,0.0,10,10,10,440
4746,DEALER,0.0,10,10,10,-2575
4747,BASIC,0.518,10,20,20,-650
4747,COUNT,0.518,10,10,10,450
4747,DEALER,0.518,10,10,-10,-2585
4748,BASIC,1.08,10,10,-10,-660
4748,COUNT,1.08,10,10,-10,440
4748,DEALER,1.08,10,10,-10,-2595
4749,BASIC,1.122,10,10,0,-660
4749,COUNT,1.122,10,10,-10,430
4749,DEALER,1.122,10,10,-10,-2605
4750,BASIC,0.779,10,10,-10,-670
4750,COUNT,0.779,10,10,-10,420
4750,DEALER,0.779,10,10,10,-2595
4751,BASIC,1.028,10,10,10,-660
4751,COUNT,1.028,10,10,10,430
4751,DEALER,1.028,10,10,10,-2585
4752,BASIC,2.393,10,10,10,-650
4752,COUNT,2.393,20,40,40,470
4752,DEALER,2.393,10,10,10,-2575
4753,BASIC,2.509,10,10,-10,-660
4753,COUNT,2.509,30,30,-30,440
4753,DEALER,2.509,10,10,0,-2575
4754,BASIC,1.693,10,10,10,-650
4754,COUNT,1.693,20,20,20,460
4754,DEALER,1.693,10,10,10,-2565
4755,BASIC,3.089,10,10,-10,-660
4755,COUNT,3.089,30,45,0,460
4755,DEALER,3.089,10,10,-10,-2575
4756,BASIC,2.68,10,10,10,-650
4756,COUNT,2.68,30,30,30,490
4756,DEALER,2.68,10,10,15,-2560
4757,BASIC,2.543,10,10,-10,-660
4757,COUNT,2.543,30,30,30,520
4757,DEALER,2.543,10,10,0,-2560
4758,BASIC,2.092,10,10,10,-650
4758,COUNT,2.092,20,20,20,540
4758,DEALER,2.092,10,10,10,-2550
4759,BASIC,1.576,10,10,-10,-660
4759,COUNT,1.576,20,20,-20,520
4759,DEALER,1.576,10,10,10,-2540
4760,BASIC,4.078,10,20,20,-640
4760,COUNT,4.078,40,40,40,560
4760,DEALER,4.078,10,10,10,-2530
4761,BASIC,4.0,10,10,-10,-650
4761,COUNT,4.0,40,40,-40,520
4761,DEALER,4.0,10,10,10,-2520
4762,BASIC,4.333,10,10,10,-640
4762,COUNT,4.333,40,40,-40,480
4762,DEALER,4.333,10,10,-10,-2530
4763,BASIC,3.059,10,10,10,-630
4763,COUNT,3.059,30,30,30,510
4763,DEALER,3.059,10,10,-10,-2540
4764,BASIC,1.444,10,10,10,-620
4764,COUNT,1.444,10,10,10,520
4764,DEALER,1.444,10,10,-10,-2550
4765,BASIC,2.167,10,10,10,-610
4765,COUNT,2.167,20,20,20,540
4765,DEALER,2.167,10,10,10,-2540
4766,BASIC,1.835,10,10,10,-600
4766,COUNT,1.835,20,20,20,560
4766,DEALER,1.835,10,10,-10,-2550
4767,BASIC,0.0,10,20,20,-580
4767,COUNT,0.0,10,10,10,570
4767,DEALER,0.0,10,10,10,-2540
4768,BASIC,0.87,10,10,-10,-590
4768,COUNT,0.87,10,10,-10,560
4768,DEALER,0.87,10,10,-10,-2550
4769,BASIC,1.251,10,10,-10,-600
4769,COUNT,1.251,10,10,-10,550
4769,DEALER,1.251,10,10,-10,-2560
4770,BASIC,1.286,10,10,10,-590
4770,COUNT,1.286,10,10,10,560
4770,DEALER,1.286,10,10,-10,-2570
4771,BASIC,2.134,10,10,10,-580
4771,COUNT,2.134,20,20,-20,540
4771,DEALER,2.134,10,10,0,-2570
4772,BASIC,2.419,10,10,-10,-590
4772,COUNT,2.419,20,20,-10,530
4772,DEALER,2.419,10,10,10,-2560
4773,BASIC,1.895,10,10,-10,-600
4773,COUNT,1.895,20,20,-20,510
4773,DEALER,1.895,10,10,10,-2550
4774,BASIC,2.424,10,10,-10,-610
4774,COUNT,2.424,20,20,-20,490
4774,DEALER,2.424,10,10,-10,-2560
4775,BASIC,3.946,10,10,0,-610
4775,COUNT,3.946,40,40,0,490
4775,DEALER,3.946,10,10,-10,-2570
4776,BASIC,3.645,10,20,20,-590
4776,COUNT,3.645,40,40,40,530
4776,DEALER,3.645,10,10,10,-2560
4777,BASIC,3.861,10,20,-20,-610
4777,COUNT,3.861,40,40,-40,490
4777,DEALER,3.861,10,10,-10,-2570
4778,BASIC,4.333,10,10,-10,-620
4778,COUNT,4.333,40,40,-40,450
4778,DEALER,4.333,10,10,-10,-2580
4779,BASIC,4.857,10,10,-10,-630
4779,COUNT,4.857,50,50,-50,400
4779,DEALER,4.857,10,10,-10,-2590
4780,BASIC,4.588,10,10,10,-620
4780,COUNT,4.588,50,50,50,450
4780,DEALER,4.588,10,10,10,-2580
4781,BASIC,4.252,10,10,10,-610
4781,COUNT,4.252,40,60,-40,410
4781,DEALER,4.252,10,10,10,-2570
4782,BASIC,2.411,10,10,10,-600
4782,COUNT,2.411,20,20,20,430
4782,DEALER,2.411,10,10,-10,-2580
4783,BASIC,1.496,10,10,-10,-610
4783,COUNT,1.496,10,10,-10,420
4783,DEALER,1.496,10,10,-10,-2590
4784,BASIC,2.457,10,10,-10,-620
4784,COUNT,2.457,20,20,-20,400
4784,DEALER,2.457,10,10,0,-2590
4785,BASIC,0.437,10,10,10,-610
4785,COUNT,0.437,10,10,-10,390
4785,DEALER,0.437,10,10,10,-2580
4786,BASIC,2.5,10,10,-10,-620
4786,COUNT,2.5,20,20,0,390
4786,DEALER,2.5,10,10,-10,-2590
4787,BASIC,2.237,10,10,10,-610
4787,COUNT,2.237,20,20,-10,380
4787,DEALER,2.237,10,10,10,-2580
4788,BASIC,3.133,10,10,10,-600
4788,COUNT,3.133,30,30,30,410
4788,DEALER,3.133,10,10,-10,-2590
4789,BASIC,0.0,10,10,10,-590
4789,COUNT,0.0,10,10,10,420
4789,DEALER,0.0,10,10,0,-2590
4790,BASIC,0.173,10,10,10,-580
4790,COUNT,0.173,10,10,15,435
4790,DEALER,0.173,10,10,10,-2580
4791,BASIC,0.36,10,10,-10,-590
4791,COUNT,0.36,10,10,-10,425
4791,DEALER,0.36,10,10,-10,-2590
4792,BASIC,0.559,10,10,10,-580
4792,COUNT,0.559,10,10,10,435
4792,DEALER,0.559,10,10,10,-2580
4793,BASIC,0.967,10,10,10,-570
4793,COUNT,0.967,10,10,10,445
4793,DEALER,0.967,10,10,-10,-2590
4794,BASIC,0.803,10,10,-10,-580
4794,COUNT,0.803,10,10,-10,435
4794,DEALER,0.803,10,10,-10,-2600
4795,BASIC,2.122,10,20,-20,-600
4795,COUNT,2.122,20,20,0,435
4795,DEALER,2.122,10,10,-10,-2610
4796,BASIC,3.348,10,10,10,-590
4796,COUNT,3.348,30,30,30,465
4796,DEALER,3.348,10,10,15,-2595
4797,BASIC,2.811,10,10,-10,-600
4797,COUNT,2.811,30,30,-15,450
4797,DEALER,2.811,10,10,-10,-2605
4798,BASIC,2.208,10,10,-10,-610
4798,COUNT,2.208,20,40,0,450
4798,DEALER,2.208,10,10,-10,-2615
4799,BASIC,1.848,10,10,10,-600
4799,COUNT,1.848,20,20,20,470
4799,DEALER,1.848,10,10,10,-2605
4800,BASIC,2.237,10,10,-10,-610
4800,COUNT,2.237,20,20,-20,450
4800,DEALER,2.237,10,10,0,-2605
4801,BASIC,1.773,10,10,0,-610
4801,COUNT,1.773,20,20,-20,430
4801,DEALER,1.773,10,10,-10,-2615
4802,BASIC,0.627,10,20,-20,-630
4802,COUNT,0.627,10,10,10,440
4802,DEALER,0.627,10,10,-10,-2625
4803,BASIC,1.0,10,10,10,-620
4803,COUNT,1.0,10,10,15,455
4803,DEALER,1.0,10,10,-10,-2635
4804,BASIC,0.0,10,10,-10,-630
4804,COUNT,0.0,10,20,-20,435
4804,DEALER,0.0,10,10,-10,-2645
4805,BASIC,3.467,10,10,-10,-640
4805,COUNT,3.467,30,45,-45,390
4805,DEALER,3.467,10,10,10,-2635
4806,BASIC,4.613,10,10,10,-630
4806,COUNT,4.613,50,150,150,540
4806,DEALER,4.613,10,10,-10,-2645
4807,BASIC,5.153,10,10,-10,-640
4807,COUNT,5.153,50,50,-50,490
4807,DEALER,5.153,10,10,10,-2635
4808,BASIC,7.879,10,10,10,-630
4808,COUNT,7.879,80,80,80,570
4808,DEALER,7.879,10,10,-10,-2645
4809,BASIC,5.778,10,10,15,-615
4809,COUNT,5.778,60,60,60,630
4809,DEALER,5.778,10,10,-10,-2655
4810,BASIC,6.582,10,10,15,-600
4810,COUNT,6.582,70,70,70,700
4810,DEALER,6.582,10,10,10,-2645
4811,BASIC,0.0,10,10,10,-590
4811,COUNT,0.0,10,10,-10,690
4811,DEALER,0.0,10,10,10,-2635
4812,BASIC,0.346,10,10,15,-575
4812,COUNT,0.346,10,10,10,700
4812,DEALER,0.346,10,10,10,-2625
4813,BASIC,-0.179,10,10,0,-575
4813,COUNT,-0.179,10,10,-5,695
4813,DEALER,-0.179,10,10,-10,-2635
4814,BASIC,-0.371,10,10,-5,-580
4814,COUNT,-0.371,10,10,-10,685
4814,DEALER,-0.371,10,10,10,-2625
4815,BASIC,-0.956,10,10,10,-570
4815,COUNT,-0.956,10,10,10,695
4815,DEALER,-0.956,10,10,15,-2610
4816,BASIC,-1.582,10,10,10,-560
4816,COUNT,-1.582,10,10,-5,690
4816,DEALER,-1.582,10,10,10,-2600
4817,BASIC,-2.476,10,10,10,-550
4817,COUNT,-2.476,10,20,20,710
4817,DEALER,-2.476,10,10,-10,-2610
4818,BASIC,-2.589,10,10,-10,-560
4818,COUNT,-2.589,10,10,-10,700
4818,DEALER,-2.589,10,10,10,-2600
4819,BASIC,-2.062,10,10,-5,-565
4819,COUNT,-2.062,10,10,15,715
4819,DEALER,-2.062,10,10,10,-2590
4820,BASIC,-3.115,10,10,-10,-575
4820,COUNT,-3.115,10,10,0,715
4820,DEALER,-3.115,10,10,-10,-2600
4821,BASIC,-4.312,10,10,10,-565
4821,COUNT,-4.312,10,10,10,725
4821,DEALER,-4.312,10,10,10,-2590
4822,BASIC,-4.557,10,10,-10,-575
4822,COUNT,-4.557,10,10,-10,715
4822,DEALER,-4.557,10,10,-10,-2600
4823,BASIC,-5.652,10,10,0,-575
4823,COUNT,-5.652,10,10,0,715
4823,DEALER,-5.652,10,10,0,-2600
4824,BASIC,-4.509,10,10,15,-560
4824,COUNT,-4.509,10,20,20,735
4824,DEALER,-4.509,10,10,10,-2590
4825,BASIC,-5.742,10,10,-10,-570
4825,COUNT,-5.742,10,10,10,745
4825,DEALER,-5.742,10,10,10,-2580
4826,BASIC,-3.562,10,10,10,-560
4826,COUNT,-3.562,10,10,10,755
4826,DEALER,-3.562,10,10,15,-2565
4827,BASIC,-4.934,10,10,0,-560
4827,COUNT,-4.934,10,10,-10,745
4827,DEALER,-4.934,10,10,-10,-2575
4828,BASIC,-4.913,10,20,-20,-580
4828,COUNT,-4.913,10,10,-10,735
4828,DEALER,-4.913,10,10,-10,-2585
4829,BASIC,-2.737,10,10,10,-570
4829,COUNT,-2.737,10,10,10,745
4829,DEALER,-2.737,10,10,10,-2575
4830,BASIC,-3.534,10,20,20,-550
4830,COUNT,-3.534,10,20,20,765
4830,DEALER,-3.534,10,10,10,-2565
4831,BASIC,-3.429,10,10,10,-540
4831,COUNT,-3.429,10,20,20,785
4831,DEALER,-3.429,10,10,10,-2555
4832,BASIC,-0.658,10,10,10,-530
4832,COUNT,-0.658,10,10,10,795
4832,DEALER,-0.658,10,10,-10,-2565
4833,BASIC,0.0,10,20,0,-530
4833,COUNT,0.0,10,10,-10,785
4833,DEALER,0.0,10,10,15,-2550
4834,BASIC,0.344,10,20,-20,-550
4834,COUNT,0.344,10,20,-20,765
4834,DEALER,0.344,10,10,10,-2540
4835,BASIC,1.434,10,10,10,-540
4835,COUNT,1.434,10,10,-10,755
4835,DEALER,1.434,10,10,-10,-2550
4836,BASIC,2.05,10,10,10,-530
4836,COUNT,2.05,20,20,-20,735
4836,DEALER,2.05,10,10,-10,-2560
4837,BASIC,1.16,10,10,-10,-540
4837,COUNT,1.16,10,10,0,735
4837,DEALER,1.16,10,10,-10,-2570
4838,BASIC,0.402,10,10,-5,-545
4838,COUNT,0.402,10,10,-10,725
4838,DEALER,0.402,10,10,0,-2570
4839,BASIC,0.842,10,10,10,-535
4839,COUNT,0.842,10,20,0,725
4839,DEALER,0.842,10,10,-10,-2580
4840,BASIC,1.102,10,10,-10,-545
4840,COUNT,1.102,10,10,10,735
4840,DEALER,1.102,10,10,10,-2570
4841,BASIC,2.108,10,10,-10,-555
4841,COUNT,2.108,20,20,-20,715
4841,DEALER,2.108,10,10,-10,-2580
4842,BASIC,1.701,10,10,15,-540
4842,COUNT,1.701,20,20,20,735
4842,DEALER,1.701,10,10,-10,-2590
4843,BASIC,1.275,10,10,0,-540
4843,COUNT,1.275,10,10,-10,725
4843,DEALER,1.275,10,10,10,-2580
4844,BASIC,0.0,10,10,-10,-550
4844,COUNT,0.0,10,20,20,745
4844,DEALER,0.0,10,10,10,-2570
4845,BASIC,0.565,10,10,10,-540
4845,COUNT,0.565,10,10,10,755
4845,DEALER,0.565,10,10,10,-2560
4846,BASIC,0.299,10,10,15,-525
4846,COUNT,0.299,10,10,0,755
4846,DEALER,0.299,10,10,0,-2560
4847,BASIC,-1.261,10,10,0,-525
4847,COUNT,-1.261,10,10,-10,745
4847,DEALER,-1.261,10,10,15,-2545
4848,BASIC,-2.013,10,10,10,-515
4848,COUNT,-2.013,10,10,0,745
4848,DEALER,-2.013,10,10,0,-2545
4849,BASIC,-1.083,10,10,-5,-520
4849,COUNT,-1.083,10,10,-10,735
4849,DEALER,-1.083,10,10,0,-2545
4850,BASIC,-2.716,10,10,10,-510
4850,COUNT,-2.716,10,10,10,745
4850,DEALER,-2.716,10,10,10,-2535
4851,BASIC,-2.935,10,10,-10,-520
4851,COUNT,-2.935,10,10,-10,735
4851,DEALER,-2.935,10,10,-10,-2545
4852,BASIC,-3.586,10,10,-10,-530
4852,COUNT,-3.586,10,10,-10,725
4852,DEALER,-3.586,10,10,0,-2545
4853,BASIC,-0.51,10,10,-10,-540
4853,COUNT,-0.51,10,10,-10,715
4853,DEALER,-0.51,10,10,-10,-2555
4854,BASIC,-1.182,10,10,0,-540
4854,COUNT,-1.182,10,10,0,715
4854,DEALER,-1.182,10,10,-10,-2565
4855,BASIC,0.0,10,10,10,-530
4855,COUNT,0.0,10,10,0,715
4855,DEALER,0.0,10,10,10,-2555
4856,BASIC,0.346,10,10,-10,-540
4856,COUNT,0.346,10,10,-10,705
4856,DEALER,0.346,10,10,-10,-2565
4857,BASIC,0.18,10,10,-10,-550
4857,COUNT,0.18,10,10,15,720
4857,DEALER,0.18,10,10,10,-2555
4858,BASIC,-0.559,10,10,-10,-560
4858,COUNT,-0.559,10,10,10,730
4858,DEALER,-0.559,10,10,0,-2555
4859,BASIC,-1.535,10,10,10,-550
4859,COUNT,-1.535,10,10,10,740
4859,DEALER,-1.535,10,10,-10,-2565
4860,BASIC,-0.602,10,10,10,-540
4860,COUNT,-0.602,10,10,-10,730
4860,DEALER,-0.602,10,10,-10,-2575
4861,BASIC,0.426,10,10,10,-530
4861,COUNT,0.426,10,20,20,750
4861,DEALER,0.426,10,10,0,-2575
4862,BASIC,-0.221,10,10,10,-520
4862,COUNT,-0.221,10,10,-10,740
4862,DEALER,-0.221,10,10,-10,-2585
4863,BASIC,-1.161,10,10,10,-510
4863,COUNT,-1.161,10,10,10,750
4863,DEALER,-1.161,10,10,-10,-2595
4864,BASIC,-1.709,10,20,20,-490
4864,COUNT,-1.709,10,10,10,760
4864,DEALER,-1.709,10,10,10,-2585
4865,BASIC,-0.517,10,20,20,-470
4865,COUNT,-0.517,10,10,10,770
4865,DEALER,-0.517,10,10,0,-2585
4866,BASIC,-0.545,10,10,10,-460
4866,COUNT,-0.545,10,10,10,780
4866,DEALER,-0.545,10,10,10,-2575
4867,BASIC,0.581,10,10,15,-445
4867,COUNT,0.581,10,10,-10,770
4867,DEALER,0.581,10,10,10,-2565
4868,BASIC,0.923,10,10,0,-445
4868,COUNT,0.923,10,20,-20,750
4868,DEALER,0.923,10,10,15,-2550
4869,BASIC,0.981,10,10,-10,-455
4869,COUNT,0.981,10,10,-10,740
4869,DEALER,0.981,10,10,-10,-2560
4870,BASIC,0.0,10,20,-20,-475
4870,COUNT,0.0,10,10,-10,730
4870,DEALER,0.0,10,10,15,-2545
4871,BASIC,0.0,10,10,10,-465
4871,COUNT,0.0,10,40,40,770
4871,DEALER,0.0,10,10,10,-2535
4872,BASIC,1.719,10,10,-10,-475
4872,COUNT,1.719,20,20,-20,750
4872,DEALER,1.719,10,10,-10,-2545
4873,BASIC,2.364,10,10,-10,-485
4873,COUNT,2.364,20,20,-20,730
4873,DEALER,2.364,10,10,0,-2545
4874,BASIC,4.333,10,10,-10,-495
4874,COUNT,4.333,40,40,0,730
4874,DEALER,4.333,10,10,15,-2530
4875,BASIC,4.837,10,10,10,-485
4875,COUNT,4.837,50,50,50,780
4875,DEALER,4.837,10,10,-10,-2540
4876,BASIC,0.0,10,20,20,-465
4876,COUNT,0.0,10,10,0,780
4876,DEALER,0.0,10,10,-10,-2550
4877,BASIC,0.52,10,10,-10,-475
4877,COUNT,0.52,10,10,10,790
4877,DEALER,0.52,10,10,10,-2540
4878,BASIC,0.361,10,10,10,-465
4878,COUNT,0.361,10,10,10,800
4878,DEALER,0.361,10,10,10,-2530
4879,BASIC,1.13,10,10,-10,-475
4879,COUNT,1.13,10,10,-10,790
4879,DEALER,1.13,10,10,-10,-2540
4880,BASIC,1.564,10,10,15,-460
4880,COUNT,1.564,20,20,-20,770
4880,DEALER,1.564,10,10,-10,-2550
4881,BASIC,1.631,10,10,-10,-470
4881,COUNT,1.631,20,20,-20,750
4881,DEALER,1.631,10,10,-10,-2560
4882,BASIC,1.684,10,10,0,-470
4882,COUNT,1.684,20,20,-10,740
4882,DEALER,1.684,10,10,-10,-2570
4883,BASIC,1.092,10,10,10,-460
4883,COUNT,1.092,10,10,10,750
4883,DEALER,1.092,10,10,-10,-2580
4884,BASIC,1.374,10,10,10,-450
4884,COUNT,1.374,10,10,10,760
4884,DEALER,1.374,10,10,10,-2570
4885,BASIC,1.935,10,10,10,-440
4885,COUNT,1.935,20,20,-20,740
4885,DEALER,1.935,10,10,10,-2560
4886,BASIC,2.294,10,10,-5,-445
4886,COUNT,2.294,20,20,20,760
4886,DEALER,2.294,10,10,10,-2550
4887,BASIC,2.412,10,10,-5,-450
4887,COUNT,2.412,20,20,20,780
4887,DEALER,2.412,10,10,10,-2540
4888,BASIC,2.249,10,10,-10,-460
4888,COUNT,2.249,20,20,-20,760
4888,DEALER,2.249,10,10,-10,-2550
4889,BASIC,1.773,10,10,10,-450
4889,COUNT,1.773,20,20,20,780
4889,DEALER,1.773,10,10,10,-2540
4890,BASIC,2.22,10,10,-10,-460
4890,COUNT,2.22,20,20,-20,760
4890,DEALER,2.22,10,10,15,-2525
4891,BASIC,2.026,10,10,-5,-465
4891,COUNT,2.026,20,20,0,760
4891,DEALER,2.026,10,10,10,-2515
4892,BASIC,1.083,10,10,10,-455
4892,COUNT,1.083,10,10,10,770
4892,DEALER,1.083,10,10,10,-2505
4893,BASIC,1.552,10,10,-10,-465
4893,COUNT,1.552,20,20,20,790
4893,DEALER,1.552,10,10,0,-2505
4894,BASIC,4.298,10,10,-10,-475
4894,COUNT,4.298,40,100,-100,690
4894,DEALER,4.298,10,10,-10,-2515
4895,BASIC,5.248,10,10,10,-465
4895,COUNT,5.248,50,50,-50,640
4895,DEALER,5.248,10,10,15,-2500
4896,BASIC,7.505,10,10,10,-455
4896,COUNT,7.505,80,80,80,720
4896,DEALER,7.505,10,10,10,-2490
4897,BASIC,5.977,10,10,-10,-465
4897,COUNT,5.977,60,60,-60,660
4897,DEALER,5.977,10,10,-10,-2500
4898,BASIC,0.0,10,10,10,-455
4898,COUNT,0.0,10,10,10,670
4898,DEALER,0.0,10,10,-10,-2510
4899,BASIC,-0.518,10,10,0,-455
4899,COUNT,-0.518,10,10,10,680
4899,DEALER,-0.518,10,10,0,-2510
4900,BASIC,-0.89,10,10,10,-445
4900,COUNT,-0.89,10,10,10,690
4900,DEALER,-0.89,10,10,10,-2500
4901,BASIC,0.0,10,10,10,-435
4901,COUNT,0.0,10,10,10,700
4901,DEALER,0.0,10,10,10,-2490
4902,BASIC,-0.385,10,10,-5,-440
4902,COUNT,-0.385,10,10,10,710
4902,DEALER,-0.385,10,10,10,-2480
4903,BASIC,-0.996,10,10,-5,-445
4903,COUNT,-0.996,10,10,-10,700
4903,DEALER,-0.996,10,10,10,-2470
4904,BASIC,-1.04,10,10,-10,-455
4904,COUNT,-1.04,10,20,-20,680
4904,DEALER,-1.04,10,10,-10,-2480
4905,BASIC,-1.305,10,10,-5,-460
4905,COUNT,-1.305,10,20,20,700
4905,DEALER,-1.305,10,10,10,-2470
4906,BASIC,-2.291,10,10,10,-450
4906,COUNT,-2.291,10,20,20,720
4906,DEALER,-2.291,10,10,10,-2460
4907,BASIC,-1.944,10,10,0,-450
4907,COUNT,-1.944,10,10,10,730
4907,DEALER,-1.944,10,10,10,-2450
4908,BASIC,-1.537,10,10,-10,-460
4908,COUNT,-1.537,10,10,-10,720
4908,DEALER,-1.537,10,10,-10,-2460
4909,BASIC,-3.467,10,10,-10,-470
4909,COUNT,-3.467,10,10,-10,710
4909,DEALER,-3.467,10,10,-10,-2470
4910,BASIC,-2.543,10,10,10,-460
4910,COUNT,-2.543,10,10,-10,700
4910,DEALER,-2.543,10,10,10,-2460
4911,BASIC,-2.116,10,20,-20,-480
4911,COUNT,-2.116,10,10,10,710
4911,DEALER,-2.116,10,10,-10,-2470
4912,BASIC,-2.304,10,10,-5,-485
4912,COUNT,-2.304,10,10,10,720
4912,DEALER,-2.304,10,10,-10,-2480
4913,BASIC,-3.839,10,10,-5,-490
4913,COUNT,-3.839,10,10,-5,715
4913,DEALER,-3.839,10,10,0,-2480
4914,BASIC,-4.086,10,10,-10,-500
4914,COUNT,-4.086,10,10,-10,705
4914,DEALER,-4.086,10,10,-10,-2490
4915,BASIC,-6.303,10,10,-10,-510
4915,COUNT,-6.303,10,10,-10,695
4915,DEALER,-6.303,10,10,0,-2490
4916,BASIC,-5.633,10,10,-10,-520
4916,COUNT,-5.633,10,10,-10,685
4916,DEALER,-5.633,10,10,10,-2480
4917,BASIC,-5.943,10,10,-10,-530
4917,COUNT,-5.943,10,10,-10,675
4917,DEALER,-5.943,10,10,-10,-2490
4918,BASIC,-5.087,10,10,10,-520
4918,COUNT,-5.087,10,10,10,685
4918,DEALER,-5.087,10,10,10,-2480
4919,BASIC,-5.778,10,10,-10,-530
4919,COUNT,-5.778,10,10,0,685
4919,DEALER,-5.778,10,10,0,-2480
4920,BASIC,0.0,10,10,-10,-540
4920,COUNT,0.0,10,10,0,685
4920,DEALER,0.0,10,10,-10,-2490
4921,BASIC,0.693,10,10,-10,-550
4921,COUNT,0.693,10,10,-5,680
4921,DEALER,0.693,10,10,0,-2490
4922,BASIC,0.9,10,10,-10,-560
4922,COUNT,0.9,10,10,-10,670
4922,DEALER,0.9,10,10,-10,-2500
4923,BASIC,0.561,10,10,-10,-570
4923,COUNT,0.561,10,10,-10,660
4923,DEALER,0.561,10,10,10,-2490
4924,BASIC,0.97,10,10,-10,-580
4924,COUNT,0.97,10,10,10,670
4924,DEALER,0.97,10,10,-10,-2500
4925,BASIC,0.605,10,10,-10,-590
4925,COUNT,0.605,10,10,-10,660
4925,DEALER,0.605,10,10,-10,-2510
4926,BASIC,0.208,10,10,-10,-600
4926,COUNT,0.208,10,10,-10,650
4926,DEALER,0.208,10,10,-10,-2520
4927,BASIC,0.0,10,10,15,-585
4927,COUNT,0.0,10,10,10,660
4927,DEALER,0.0,10,10,10,-2510
4928,BASIC,-1.15,10,10,-5,-590
4928,COUNT,-1.15,10,10,10,670
4928,DEALER,-1.15,10,10,-10,-2520
4929,BASIC,-0.729,10,20,-20,-610
4929,COUNT,-0.729,10,10,10,680
4929,DEALER,-0.729,10,10,-10,-2530
4930,BASIC,-1.552,10,10,-10,-620
4930,COUNT,-1.552,10,10,10,690
4930,DEALER,-1.552,10,10,10,-2520
4931,BASIC,-0.83,10,10,10,-610
4931,COUNT,-0.83,10,20,-20,670
4931,DEALER,-0.83,10,10,-10,-2530
4932,BASIC,0.591,10,10,-10,-620
4932,COUNT,0.591,10,10,-10,660
4932,DEALER,0.591,10,10,-10,-2540
4933,BASIC,0.638,10,10,-10,-630
4933,COUNT,0.638,10,30,-10,650
4933,DEALER,0.638,10,10,10,-2530
4934,BASIC,1.733,10,10,-10,-640
4934,COUNT,1.733,20,20,0,650
4934,DEALER,1.733,10,10,0,-2530
4935,BASIC,1.486,10,10,10,-630
4935,COUNT,1.486,10,10,-10,640
4935,DEALER,1.486,10,10,10,-2520
4936,BASIC,1.6,10,10,-10,-640
4936,COUNT,1.6,20,20,-20,620
4936,DEALER,1.6,10,10,-10,-2530
4937,BASIC,1.279,10,10,-10,-650
4937,COUNT,1.279,10,10,-10,610
4937,DEALER,1.279,10,10,-10,-2540
4938,BASIC,0.0,10,10,-10,-660
4938,COUNT,0.0,10,10,-10,600
4938,DEALER,0.0,10,10,0,-2540
4939,BASIC,0.0,10,10,-10,-670
4939,COUNT,0.0,10,10,-10,590
4939,DEALER,0.0,10,10,10,-2530
4940,BASIC,0.565,10,10,0,-670
4940,COUNT,0.565,10,10,-10,580
4940,DEALER,0.565,10,10,10,-2520
4941,BASIC,0.65,10,20,20,-650
4941,COUNT,0.65,10,10,10,590
4941,DEALER,0.65,10,10,10,-2510
4942,BASIC,0.0,10,10,-10,-660
4942,COUNT,0.0,10,10,-10,580
4942,DEALER,0.0,10,10,-10,-2520
4943,BASIC,-0.346,10,20,20,-640
4943,COUNT,-0.346,10,10,10,590
4943,DEALER,-0.346,10,10,-10,-2530
4944,BASIC,-0.18,10,10,-10,-650
4944,COUNT,-0.18,10,10,-5,585
4944,DEALER,-0.18,10,10,10,-2520
4945,BASIC,-0.561,10,10,-10,-660
4945,COUNT,-0.561,10,10,-10,575
4945,DEALER,-0.561,10,10,-10,-2530
4946,BASIC,-1.156,10,10,0,-660
4946,COUNT,-1.156,10,10,-5,570
