round,strategy,true_count,bet,wagered,result,bankroll
17935,DEALER,-5.85,10,10,10,-9010
17936,BASIC,0.0,10,20,20,200
17936,COUNT,0.0,10,10,10,3895
17936,DEALER,0.0,10,10,10,-9000
17937,BASIC,-0.172,10,10,-10,190
17937,COUNT,-0.172,10,10,0,3895
17937,DEALER,-0.172,10,10,0,-9000
17938,BASIC,0.359,10,10,-10,180
17938,COUNT,0.359,10,10,-10,3885
17938,DEALER,0.359,10,10,-10,-9010
17939,BASIC,0.186,10,10,10,190
17939,COUNT,0.186,10,10,10,3895
17939,DEALER,0.186,10,10,10,-9000
17940,BASIC,0.97,10,10,-10,180
17940,COUNT,0.97,10,10,-10,3885
17940,DEALER,0.97,10,10,-10,-9010
17941,BASIC,0.0,10,20,-20,160
17941,COUNT,0.0,10,10,-10,3875
17941,DEALER,0.0,10,10,-10,-9020
17942,BASIC,0.0,10,10,10,170
17942,COUNT,0.0,10,10,10,3885
17942,DEALER,0.0,10,10,-10,-9030
17943,BASIC,-0.439,10,10,10,180
17943,COUNT,-0.439,10,20,20,3905
17943,DEALER,-0.439,10,10,10,-9020
17944,BASIC,-0.693,10,10,10,190
17944,COUNT,-0.693,10,20,20,3925
17944,DEALER,-0.693,10,10,10,-9010
17945,BASIC,0.244,10,10,-10,180
17945,COUNT,0.244,10,10,-10,3915
17945,DEALER,0.244,10,10,10,-9000
17946,BASIC,0.0,10,20,20,200
17946,COUNT,0.0,10,10,-10,3905
17946,DEALER,0.0,10,10,10,-8990
17947,BASIC,0.825,10,10,15,215
17947,COUNT,0.825,10,10,10,3915
17947,DEALER,0.825,10,10,10,-8980
17948,BASIC,0.581,10,10,10,225
17948,COUNT,0.581,10,10,-5,3910
17948,DEALER,0.581,10,10,10,-8970
17949,BASIC,-0.306,10,10,10,235
17949,COUNT,-0.306,10,20,-20,3890
17949,DEALER,-0.306,10,10,-10,-8980
17950,BASIC,0.0,10,10,0,235
17950,COUNT,0.0,10,10,-10,3880
17950,DEALER,0.0,10,10,10,-8970
17951,BASIC,1.425,10,10,-10,225
17951,COUNT,1.425,10,10,-10,3870
17951,DEALER,1.425,10,10,15,-8955
17952,BASIC,-0.38,10,20,20,245
17952,COUNT,-0.38,10,10,15,3885
17952,DEALER,-0.38,10,10,10,-8945
17953,BASIC,-1.248,10,10,15,260
17953,COUNT,-1.248,10,10,10,3895
17953,DEALER,-1.248,10,10,-10,-8955
17954,BASIC,-3.617,10,10,10,270
17954,COUNT,-3.617,10,10,-10,3885
17954,DEALER,-3.617,10,10,0,-8955
17955,BASIC,-4.457,10,20,-20,250
17955,COUNT,-4.457,10,10,-10,3875
17955,DEALER,-4.457,10,10,-10,-8965
17956,BASIC,-1.696,10,20,-20,230
17956,COUNT,-1.696,10,10,10,3885
17956,DEALER,-1.696,10,10,10,-8955
17957,BASIC,0.0,10,20,-20,210
17957,COUNT,0.0,10,20,-20,3865
17957,DEALER,0.0,10,10,-10,-8965
17958,BASIC,0.174,10,10,10,220
17958,COUNT,0.174,10,10,10,3875
17958,DEALER,0.174,10,10,10,-8955
17959,BASIC,0.181,10,10,10,230
17959,COUNT,0.181,10,20,20,3895
17959,DEALER,0.181,10,10,10,-8945
17960,BASIC,0.0,10,10,-5,225
17960,COUNT,0.0,10,10,10,3905
17960,DEALER,0.0,10,10,-10,-8955
17961,BASIC,-0.387,10,10,10,235
17961,COUNT,-0.387,10,10,0,3905
17961,DEALER,-0.387,10,10,0,-8955
17962,BASIC,0.609,10,10,15,250
17962,COUNT,0.609,10,10,10,3915
17962,DEALER,0.609,10,10,15,-8940
17963,BASIC,0.423,10,10,10,260
17963,COUNT,0.423,10,10,0,3915
17963,DEALER,0.423,10,10,10,-8930
17964,BASIC,0.0,10,10,-10,250
17964,COUNT,0.0,10,20,-20,3895
17964,DEALER,0.0,10,10,15,-8915
17965,BASIC,0.458,10,10,-10,240
17965,COUNT,0.458,10,10,10,3905
17965,DEALER,0.458,10,10,10,-8905
17966,BASIC,1.701,10,10,10,250
17966,COUNT,1.701,20,20,-10,3895
17966,DEALER,1.701,10,10,0,-8905
17967,BASIC,2.549,10,20,20,270
17967,COUNT,2.549,30,30,0,3895
17967,DEALER,2.549,10,10,0,-8905
17968,BASIC,2.144,10,20,20,290
17968,COUNT,2.144,20,40,0,3895
17968,DEALER,2.144,10,10,10,-8895
17969,BASIC,1.714,10,10,0,290
17969,COUNT,1.714,20,40,40,3935
17969,DEALER,1.714,10,10,-10,-8905
17970,BASIC,2.737,10,10,-10,280
17970,COUNT,2.737,30,30,-30,3905
17970,DEALER,2.737,10,10,10,-8895
17971,BASIC,2.568,10,10,10,290
17971,COUNT,2.568,30,30,30,3935
17971,DEALER,2.568,10,10,10,-8885
17972,BASIC,3.444,10,10,-10,280
17972,COUNT,3.444,30,30,-30,3905
17972,DEALER,3.444,10,10,10,-8875
17973,BASIC,3.688,10,20,20,300
17973,COUNT,3.688,40,40,40,3945
17973,DEALER,3.688,10,10,-10,-8885
17974,BASIC,4.837,10,10,15,315
17974,COUNT,4.837,50,50,-50,3895
17974,DEALER,4.837,10,10,-10,-8895
17975,BASIC,5.244,10,10,10,325
17975,COUNT,5.244,50,50,-50,3845
17975,DEALER,5.244,10,10,-10,-8905
17976,BASIC,6.804,10,10,0,325
17976,COUNT,6.804,70,70,-70,3775
17976,DEALER,6.804,10,10,10,-8895
17977,BASIC,6.638,10,10,10,335
17977,COUNT,6.638,70,70,70,3845
17977,DEALER,6.638,10,10,15,-8880
17978,BASIC,3.628,10,10,10,345
17978,COUNT,3.628,40,60,20,3865
17978,DEALER,3.628,10,10,10,-8870
17979,BASIC,0.0,10,10,-10,335
17979,COUNT,0.0,10,10,-10,3855
17979,DEALER,0.0,10,10,-10,-8880
17980,BASIC,-1.026,10,10,-10,325
17980,COUNT,-1.026,10,10,-10,3845
17980,DEALER,-1.026,10,10,0,-8880
17981,BASIC,-1.597,10,20,20,345
17981,COUNT,-1.597,10,10,10,3855
17981,DEALER,-1.597,10,10,-10,-8890
17982,BASIC,-1.48,10,10,-10,335
17982,COUNT,-1.48,10,10,-10,3845
17982,DEALER,-1.48,10,10,-10,-8900
17983,BASIC,-1.353,10,10,0,335
17983,COUNT,-1.353,10,10,0,3845
17983,DEALER,-1.353,10,10,15,-8885
17984,BASIC,-1.612,10,20,20,355
17984,COUNT,-1.612,10,10,10,3855
17984,DEALER,-1.612,10,10,-10,-8895
17985,BASIC,-0.846,10,10,-10,345
17985,COUNT,-0.846,10,10,-10,3845
17985,DEALER,-0.846,10,10,0,-8895
17986,BASIC,0.0,10,10,10,355
17986,COUNT,0.0,10,10,-10,3835
17986,DEALER,0.0,10,10,-10,-8905
17987,BASIC,-0.234,10,20,0,355
17987,COUNT,-0.234,10,10,-10,3825
17987,DEALER,-0.234,10,10,-10,-8915
17988,BASIC,0.493,10,10,15,370
17988,COUNT,0.493,10,10,10,3835
17988,DEALER,0.493,10,10,-10,-8925
17989,BASIC,-0.26,10,10,10,380
17989,COUNT,-0.26,10,10,-10,3825
17989,DEALER,-0.26,10,10,10,-8915
17990,BASIC,-0.821,10,10,-10,370
17990,COUNT,-0.821,10,10,-10,3815
17990,DEALER,-0.821,10,10,-10,-8925
17991,BASIC,-1.714,10,10,10,380
17991,COUNT,-1.714,10,10,15,3830
17991,DEALER,-1.714,10,10,10,-8915
17992,BASIC,-2.116,10,10,10,390
17992,COUNT,-2.116,10,10,10,3840
17992,DEALER,-2.116,10,10,10,-8905
17993,BASIC,-2.6,10,10,10,400
17993,COUNT,-2.6,10,10,10,3850
17993,DEALER,-2.6,10,10,10,-8895
17994,BASIC,-1.396,10,10,10,410
17994,COUNT,-1.396,10,10,10,3860
17994,DEALER,-1.396,10,10,10,-8885
17995,BASIC,-2.6,10,10,-10,400
17995,COUNT,-2.6,10,10,-10,3850
17995,DEALER,-2.6,10,10,-10,-8895
17996,BASIC,-1.625,10,10,-10,390
17996,COUNT,-1.625,10,10,-10,3840
17996,DEALER,-1.625,10,10,-10,-8905
17997,BASIC,0.904,10,10,10,400
17997,COUNT,0.904,10,10,-10,3830
17997,DEALER,0.904,10,10,10,-8895
17998,BASIC,4.634,10,10,-10,390
17998,COUNT,4.634,50,50,50,3880
17998,DEALER,4.634,10,10,-10,-8905
17999,BASIC,4.044,10,10,-10,380
17999,COUNT,4.044,40,60,40,3920
17999,DEALER,4.044,10,10,10,-8895
18000,BASIC,0.0,10,20,20,400
18000,COUNT,0.0,10,10,10,3930
18000,DEALER,0.0,10,10,10,-8885
18001,BASIC,0.0,10,10,-10,390
18001,COUNT,0.0,10,10,0,3930
18001,DEALER,0.0,10,10,-10,-8895
18002,BASIC,-0.361,10,20,20,410
18002,COUNT,-0.361,10,10,10,3940
18002,DEALER,-0.361,10,10,10,-8885
18003,BASIC,0.188,10,10,0,410
18003,COUNT,0.188,10,10,-10,3930
18003,DEALER,0.188,10,10,-10,-8895
18004,BASIC,-0.773,10,10,10,420
18004,COUNT,-0.773,10,10,0,3930
18004,DEALER,-0.773,10,10,-10,-8905
18005,BASIC,-0.605,10,10,10,430
18005,COUNT,-0.605,10,10,0,3930
18005,DEALER,-0.605,10,10,-10,-8915
18006,BASIC,-0.211,10,10,-10,420
18006,COUNT,-0.211,10,10,-10,3920
18006,DEALER,-0.211,10,10,-10,-8925
18007,BASIC,-0.22,10,10,-10,410
18007,COUNT,-0.22,10,20,0,3920
18007,DEALER,-0.22,10,10,-10,-8935
18008,BASIC,-0.23,10,20,-20,390
18008,COUNT,-0.23,10,10,-10,3910
18008,DEALER,-0.23,10,10,-10,-8945
18009,BASIC,0.726,10,10,10,400
18009,COUNT,0.726,10,10,10,3920
18009,DEALER,0.726,10,10,10,-8935
18010,BASIC,0.0,10,20,20,420
18010,COUNT,0.0,10,10,15,3935
18010,DEALER,0.0,10,10,10,-8925
18011,BASIC,0.0,10,10,10,430
18011,COUNT,0.0,10,10,10,3945
18011,DEALER,0.0,10,10,-10,-8935
18012,BASIC,0.575,10,10,-10,420
18012,COUNT,0.575,10,10,15,3960
18012,DEALER,0.575,10,10,-10,-8945
18013,BASIC,0.306,10,10,-10,410
18013,COUNT,0.306,10,10,-10,3950
18013,DEALER,0.306,10,10,-10,-8955
18014,BASIC,1.316,10,10,15,425
18014,COUNT,1.316,10,10,-10,3940
18014,DEALER,1.316,10,10,-10,-8965
18015,BASIC,1.415,10,10,10,435
18015,COUNT,1.415,10,10,-10,3930
18015,DEALER,1.415,10,10,0,-8965
18016,BASIC,1.156,10,10,-10,425
18016,COUNT,1.156,10,10,-10,3920
18016,DEALER,1.156,10,10,-10,-8975
18017,BASIC,2.047,10,10,-5,420
18017,COUNT,2.047,20,20,0,3920
18017,DEALER,2.047,10,10,-10,-8985
18018,BASIC,0.0,10,10,-10,410
18018,COUNT,0.0,10,10,-10,3910
18018,DEALER,0.0,10,10,-10,-8995
18019,BASIC,-1.431,10,10,-10,400
18019,COUNT,-1.431,10,10,-10,3900
18019,DEALER,-1.431,10,10,-10,-9005
18020,BASIC,-3.12,10,10,15,415
18020,COUNT,-3.12,10,10,-10,3890
18020,DEALER,-3.12,10,10,10,-8995
18021,BASIC,-1.753,10,10,10,425
18021,COUNT,-1.753,10,10,10,3900
18021,DEALER,-1.753,10,10,10,-8985
18022,BASIC,0.0,10,10,0,425
18022,COUNT,0.0,10,10,-10,3890
18022,DEALER,0.0,10,10,0,-8985
18023,BASIC,0.172,10,10,10,435
18023,COUNT,0.172,10,10,10,3900
18023,DEALER,0.172,10,10,10,-8975
18024,BASIC,-0.532,10,10,10,445
18024,COUNT,-0.532,10,10,10,3910
18024,DEALER,-0.532,10,10,0,-8975
18025,BASIC,-0.738,10,20,-20,425
18025,COUNT,-0.738,10,10,10,3920
18025,DEALER,-0.738,10,10,10,-8965
18026,BASIC,-0.387,10,10,-10,415
18026,COUNT,-0.387,10,10,-10,3910
18026,DEALER,-0.387,10,10,-10,-8975
18027,BASIC,-1.195,10,10,-10,405
18027,COUNT,-1.195,10,10,-10,3900
18027,DEALER,-1.195,10,10,-10,-8985
18028,BASIC,-0.209,10,10,10,415
18028,COUNT,-0.209,10,10,10,3910
18028,DEALER,-0.209,10,10,10,-8975
18029,BASIC,-0.439,10,10,10,425
18029,COUNT,-0.439,10,10,-10,3900
18029,DEALER,-0.439,10,10,-10,-8985
18030,BASIC,-0.231,10,10,15,440
18030,COUNT,-0.231,10,10,-10,3890
18030,DEALER,-0.231,10,10,-10,-8995
18031,BASIC,-0.245,10,10,-10,430
18031,COUNT,-0.245,10,10,-10,3880
18031,DEALER,-0.245,10,10,10,-8985
18032,BASIC,1.035,10,10,0,430
18032,COUNT,1.035,10,10,-10,3870
18032,DEALER,1.035,10,10,-10,-8995
18033,BASIC,0.0,10,10,-10,420
18033,COUNT,0.0,10,10,10,3880
18033,DEALER,0.0,10,10,10,-8985
18034,BASIC,-0.571,10,10,-10,410
18034,COUNT,-0.571,10,10,-10,3870
18034,DEALER,-0.571,10,10,10,-8975
18035,BASIC,-0.912,10,10,10,420
18035,COUNT,-0.912,10,10,-10,3860
18035,DEALER,-0.912,10,10,10,-8965
18036,BASIC,-1.95,10,10,-10,410
18036,COUNT,-1.95,10,10,10,3870
18036,DEALER,-1.95,10,10,10,-8955
18037,BASIC,-2.792,10,10,15,425
18037,COUNT,-2.792,10,20,20,3890
18037,DEALER,-2.792,10,10,15,-8940
18038,BASIC,-3.014,10,10,10,435
18038,COUNT,-3.014,10,10,-10,3880
18038,DEALER,-3.014,10,10,0,-8940
18039,BASIC,-2.912,10,10,10,445
18039,COUNT,-2.912,10,10,10,3890
18039,DEALER,-2.912,10,10,10,-8930
18040,BASIC,-4.522,10,10,-10,435
18040,COUNT,-4.522,10,10,10,3900
18040,DEALER,-4.522,10,10,10,-8920
18041,BASIC,-3.569,10,10,10,445
18041,COUNT,-3.569,10,10,10,3910
18041,DEALER,-3.569,10,10,-10,-8930
18042,BASIC,-2.889,10,10,10,455
18042,COUNT,-2.889,10,10,10,3920
18042,DEALER,-2.889,10,10,-10,-8940
18043,BASIC,-2.6,10,10,-10,445
18043,COUNT,-2.6,10,10,-10,3910
18043,DEALER,-2.6,10,10,0,-8940
18044,BASIC,0.0,10,10,-10,435
18044,COUNT,0.0,10,10,-10,3900
18044,DEALER,0.0,10,10,-10,-8950
18045,BASIC,0.691,10,10,15,450
18045,COUNT,0.691,10,10,-10,3890
18045,DEALER,0.691,10,10,0,-8950
18046,BASIC,0.178,10,10,15,465
18046,COUNT,0.178,10,10,-10,3880
18046,DEALER,0.178,10,10,-10,-8960
18047,BASIC,0.186,10,10,10,475
18047,COUNT,0.186,10,10,10,3890
18047,DEALER,0.186,10,10,10,-8950
18048,BASIC,0.192,10,10,10,485
18048,COUNT,0.192,10,20,20,3910
18048,DEALER,0.192,10,10,10,-8940
18049,BASIC,0.607,10,10,10,495
18049,COUNT,0.607,10,10,10,3920
18049,DEALER,0.607,10,10,10,-8930
18050,BASIC,1.263,10,10,-10,485
18050,COUNT,1.263,10,10,-10,3910
18050,DEALER,1.263,10,10,10,-8920
18051,BASIC,1.102,10,10,-10,475
18051,COUNT,1.102,10,10,15,3925
18051,DEALER,1.102,10,10,10,-8910
18052,BASIC,0.693,10,10,-10,465
18052,COUNT,0.693,10,10,-10,3915
18052,DEALER,0.693,10,10,10,-8900
18053,BASIC,0.722,10,10,-10,455
18053,COUNT,0.722,10,10,-10,3905
18053,DEALER,0.722,10,10,15,-8885
18054,BASIC,1.015,10,20,-20,435
18054,COUNT,1.015,10,10,0,3905
18054,DEALER,1.015,10,10,-10,-8895
18055,BASIC,1.906,10,10,0,435
18055,COUNT,1.906,20,20,20,3925
18055,DEALER,1.906,10,10,15,-8880
18056,BASIC,2.022,10,10,10,445
18056,COUNT,2.022,20,20,20,3945
18056,DEALER,2.022,10,10,10,-8870
18057,BASIC,2.802,10,20,20,465
18057,COUNT,2.802,30,30,30,3975
18057,DEALER,2.802,10,10,15,-8855
18058,BASIC,2.318,10,10,-5,460
18058,COUNT,2.318,20,20,-10,3965
18058,DEALER,2.318,10,10,10,-8845
18059,BASIC,1.757,10,10,10,470
18059,COUNT,1.757,20,40,40,4005
18059,DEALER,1.757,10,10,-10,-8855
18060,BASIC,0.759,10,10,-10,460
18060,COUNT,0.759,10,10,10,4015
18060,DEALER,0.759,10,10,10,-8845
18061,BASIC,0.0,10,10,-10,450
18061,COUNT,0.0,10,10,0,4015
18061,DEALER,0.0,10,10,-10,-8855
18062,BASIC,1.381,10,10,10,460
18062,COUNT,1.381,10,10,0,4015
18062,DEALER,1.381,10,10,0,-8855
18063,BASIC,2.574,10,10,0,460
18063,COUNT,2.574,30,30,30,4045
18063,DEALER,2.574,10,10,10,-8845
18064,BASIC,3.467,10,10,10,470
18064,COUNT,3.467,30,30,30,4075
18064,DEALER,3.467,10,10,-10,-8855
18065,BASIC,0.0,10,10,-10,460
18065,COUNT,0.0,10,10,10,4085
18065,DEALER,0.0,10,10,10,-8845
18066,BASIC,0.174,10,20,-20,440
18066,COUNT,0.174,10,10,-10,4075
18066,DEALER,0.174,10,10,-10,-8855
18067,BASIC,-0.361,10,10,10,450
18067,COUNT,-0.361,10,10,10,4085
18067,DEALER,-0.361,10,10,10,-8845
18068,BASIC,-0.935,10,10,10,460
18068,COUNT,-0.935,10,10,-10,4075
18068,DEALER,-0.935,10,10,15,-8830
18069,BASIC,-1.746,10,10,-10,450
18069,COUNT,-1.746,10,10,-10,4065
18069,DEALER,-1.746,10,10,-10,-8840
18070,BASIC,-2.261,10,10,0,450
18070,COUNT,-2.261,10,10,-10,4055
18070,DEALER,-2.261,10,10,-10,-8850
18071,BASIC,-2.782,10,10,-10,440
18071,COUNT,-2.782,10,10,-10,4045
18071,DEALER,-2.782,10,10,-10,-8860
18072,BASIC,-2.952,10,10,-10,430
18072,COUNT,-2.952,10,10,-10,4035
18072,DEALER,-2.952,10,10,10,-8850
18073,BASIC,-1.917,10,10,-10,420
18073,COUNT,-1.917,10,10,-10,4025
18073,DEALER,-1.917,10,10,-10,-8860
18074,BASIC,-2.01,10,10,10,430
18074,COUNT,-2.01,10,10,-10,4015
18074,DEALER,-2.01,10,10,10,-8850
18075,BASIC,-3.168,10,10,0,430
18075,COUNT,-3.168,10,10,-10,4005
18075,DEALER,-3.168,10,10,10,-8840
18076,BASIC,-3.337,10,10,10,440
18076,COUNT,-3.337,10,10,10,4015
18076,DEALER,-3.337,10,10,10,-8830
18077,BASIC,-2.377,10,10,-10,430
18077,COUNT,-2.377,10,10,-10,4005
18077,DEALER,-2.377,10,10,-10,-8840
18078,BASIC,-3.425,10,10,10,440
18078,COUNT,-3.425,10,10,-10,3995
18078,DEALER,-3.425,10,10,10,-8830
18079,BASIC,-4.39,10,10,-10,430
18079,COUNT,-4.39,10,10,-10,3985
18079,DEALER,-4.39,10,10,0,-8830
18080,BASIC,-5.818,10,10,10,440
18080,COUNT,-5.818,10,10,10,3995
18080,DEALER,-5.818,10,10,-10,-8840
18081,BASIC,-5.954,10,10,-5,435
18081,COUNT,-5.954,10,10,-10,3985
18081,DEALER,-5.954,10,10,10,-8830
18082,BASIC,-6.017,10,10,-10,425
18082,COUNT,-6.017,10,10,-10,3975
18082,DEALER,-6.017,10,10,-10,-8840
18083,BASIC,-5.725,10,10,10,435
18083,COUNT,-5.725,10,10,10,3985
18083,DEALER,-5.725,10,10,10,-8830
18084,BASIC,-6.303,10,20,-20,415
18084,COUNT,-6.303,10,10,-10,3975
18084,DEALER,-6.303,10,10,10,-8820
18085,BASIC,-3.059,10,10,-10,405
18085,COUNT,-3.059,10,10,-10,3965
18085,DEALER,-3.059,10,10,-10,-8830
18086,BASIC,0.0,10,10,-10,395
18086,COUNT,0.0,10,10,-10,3955
18086,DEALER,0.0,10,10,-10,-8840
18087,BASIC,-0.171,10,10,-10,385
18087,COUNT,-0.171,10,10,15,3970
18087,DEALER,-0.171,10,10,0,-8840
18088,BASIC,-1.058,10,10,-10,375
18088,COUNT,-1.058,10,10,0,3970
18088,DEALER,-1.058,10,10,0,-8840
18089,BASIC,-1.66,10,10,15,390
18089,COUNT,-1.66,10,10,-10,3960
18089,DEALER,-1.66,10,10,0,-8840
18090,BASIC,-2.294,10,20,20,410
18090,COUNT,-2.294,10,10,15,3975
18090,DEALER,-2.294,10,10,0,-8840
18091,BASIC,-2.391,10,10,10,420
18091,COUNT,-2.391,10,10,15,3990
18091,DEALER,-2.391,10,10,-10,-8850
18092,BASIC,-2.704,10,10,-10,410
18092,COUNT,-2.704,10,10,10,4000
18092,DEALER,-2.704,10,10,-10,-8860
18093,BASIC,-2.393,10,10,-10,400
18093,COUNT,-2.393,10,20,-20,3980
18093,DEALER,-2.393,10,10,-10,-8870
18094,BASIC,-1.833,10,10,15,415
18094,COUNT,-1.833,10,10,0,3980
18094,DEALER,-1.833,10,10,10,-8860
18095,BASIC,-2.396,10,10,-10,405
18095,COUNT,-2.396,10,10,-10,3970
18095,DEALER,-2.396,10,10,-10,-8870
18096,BASIC,-2.737,10,20,20,425
18096,COUNT,-2.737,10,10,-10,3960
18096,DEALER,-2.737,10,10,-10,-8880
18097,BASIC,-2.626,10,20,20,445
18097,COUNT,-2.626,10,10,10,3970
18097,DEALER,-2.626,10,10,10,-8870
18098,BASIC,-2.53,10,10,10,455
18098,COUNT,-2.53,10,10,10,3980
18098,DEALER,-2.53,10,10,10,-8860
18099,BASIC,-1.231,10,10,-10,445
18099,COUNT,-1.231,10,10,-10,3970
18099,DEALER,-1.231,10,10,-10,-8870
18100,BASIC,-2.907,10,10,10,455
18100,COUNT,-2.907,10,20,20,3990
18100,DEALER,-2.907,10,10,10,-8860
18101,BASIC,-2.459,10,10,-10,445
18101,COUNT,-2.459,10,10,-10,3980
18101,DEALER,-2.459,10,10,-10,-8870
18102,BASIC,-0.776,10,10,10,455
18102,COUNT,-0.776,10,10,10,3990
18102,DEALER,-0.776,10,10,-10,-8880
18103,BASIC,-2.08,10,10,-10,445
18103,COUNT,-2.08,10,20,20,4010
18103,DEALER,-2.08,10,10,10,-8870
18104,BASIC,-5.018,10,10,-10,435
18104,COUNT,-5.018,10,10,-10,4000
18104,DEALER,-5.018,10,10,10,-8860
18105,BASIC,-5.448,10,10,-10,425
18105,COUNT,-5.448,10,10,-10,3990
18105,DEALER,-5.448,10,10,-10,-8870
18106,BASIC,-5.087,10,10,10,435
18106,COUNT,-5.087,10,10,10,4000
18106,DEALER,-5.087,10,10,10,-8860
18107,BASIC,-3.852,10,10,10,445
18107,COUNT,-3.852,10,10,0,4000
18107,DEALER,-3.852,10,10,10,-8850
18108,BASIC,0.0,10,10,-10,435
18108,COUNT,0.0,10,10,-10,3990
18108,DEALER,0.0,10,10,-10,-8860
18109,BASIC,0.173,10,10,-10,425
18109,COUNT,0.173,10,10,-10,3980
18109,DEALER,0.173,10,10,-10,-8870
18110,BASIC,-0.18,10,20,20,445
18110,COUNT,-0.18,10,30,10,3990
18110,DEALER,-0.18,10,10,10,-8860
18111,BASIC,-0.38,10,20,-20,425
18111,COUNT,-0.38,10,10,-10,3980
18111,DEALER,-0.38,10,10,0,-8860
18112,BASIC,-0.598,10,10,0,425
18112,COUNT,-0.598,10,10,-10,3970
18112,DEALER,-0.598,10,10,-10,-8870
18113,BASIC,-1.04,10,10,0,425
18113,COUNT,-1.04,10,10,10,3980
18113,DEALER,-1.04,10,10,-10,-8880
18114,BASIC,-1.3,10,10,10,435
18114,COUNT,-1.3,10,10,-10,3970
18114,DEALER,-1.3,10,10,15,-8865
18115,BASIC,-0.458,10,10,0,435
18115,COUNT,-0.458,10,10,-10,3960
18115,DEALER,-0.458,10,10,10,-8855
18116,BASIC,-0.481,10,10,10,445
18116,COUNT,-0.481,10,10,10,3970
18116,DEALER,-0.481,10,10,10,-8845
18117,BASIC,-0.256,10,10,-10,435
18117,COUNT,-0.256,10,10,15,3985
18117,DEALER,-0.256,10,10,-10,-8855
18118,BASIC,-0.269,10,10,10,445
18118,COUNT,-0.269,10,10,10,3995
18118,DEALER,-0.269,10,10,10,-8845
18119,BASIC,0.286,10,10,0,445
18119,COUNT,0.286,10,10,10,4005
18119,DEALER,0.286,10,10,-10,-8855
18120,BASIC,-0.608,10,10,0,445
18120,COUNT,-0.608,10,10,0,4005
18120,DEALER,-0.608,10,10,10,-8845
18121,BASIC,0.329,10,10,10,455
18121,COUNT,0.329,10,10,-10,3995
18121,DEALER,0.329,10,10,10,-8835
18122,BASIC,0.356,10,10,-10,445
18122,COUNT,0.356,10,10,10,4005
18122,DEALER,0.356,10,10,10,-8825
18123,BASIC,-0.759,10,20,-20,425
18123,COUNT,-0.759,10,10,-10,3995
18123,DEALER,-0.759,10,10,-10,-8835
18124,BASIC,0.426,10,10,10,435
18124,COUNT,0.426,10,10,10,4005
18124,DEALER,0.426,10,10,10,-8825
18125,BASIC,-0.464,10,10,-10,425
18125,COUNT,-0.464,10,10,-10,3995
18125,DEALER,-0.464,10,10,-10,-8835
18126,BASIC,-1.051,10,10,0,425
18126,COUNT,-1.051,10,10,0,3995
18126,DEALER,-1.051,10,10,-10,-8845
18127,BASIC,-1.753,10,20,20,445
18127,COUNT,-1.753,10,10,10,4005
18127,DEALER,-1.753,10,10,-10,-8855
18128,BASIC,0.0,10,20,-20,425
18128,COUNT,0.0,10,10,-10,3995
18128,DEALER,0.0,10,10,15,-8840
18129,BASIC,-0.691,10,10,-10,415
18129,COUNT,-0.691,10,10,10,4005
18129,DEALER,-0.691,10,10,15,-8825
18130,BASIC,-1.251,10,10,10,425
18130,COUNT,-1.251,10,10,10,4015
18130,DEALER,-1.251,10,10,-10,-8835
18131,BASIC,-1.491,10,10,10,435
18131,COUNT,-1.491,10,10,-5,4010
18131,DEALER,-1.491,10,10,-10,-8845
18132,BASIC,-1.552,10,20,20,455
18132,COUNT,-1.552,10,20,-20,3990
18132,DEALER,-1.552,10,10,-10,-8855
18133,BASIC,-1.016,10,10,10,465
18133,COUNT,-1.016,10,10,10,4000
18133,DEALER,-1.016,10,10,10,-8845
18134,BASIC,-0.639,10,10,10,475
18134,COUNT,-0.639,10,10,10,4010
18134,DEALER,-0.639,10,10,-10,-8855
18135,BASIC,0.225,10,10,10,485
18135,COUNT,0.225,10,10,10,4020
18135,DEALER,0.225,10,10,10,-8845
18136,BASIC,1.662,10,10,0,485
18136,COUNT,1.662,20,20,0,4020
18136,DEALER,1.662,10,10,-10,-8855
18137,BASIC,1.244,10,10,-10,475
18137,COUNT,1.244,10,10,-10,4010
18137,DEALER,1.244,10,10,-10,-8865
18138,BASIC,0.517,10,10,-10,465
18138,COUNT,0.517,10,10,-10,4000
18138,DEALER,0.517,10,10,-10,-8875
18139,BASIC,0.0,10,10,0,465
18139,COUNT,0.0,10,10,15,4015
18139,DEALER,0.0,10,10,-10,-8885
18140,BASIC,-1.978,10,10,10,475
18140,COUNT,-1.978,10,10,-10,4005
18140,DEALER,-1.978,10,10,0,-8885
18141,BASIC,0.306,10,10,10,485
18141,COUNT,0.306,10,10,10,4015
18141,DEALER,0.306,10,10,-10,-8895
18142,BASIC,-0.65,10,10,0,485
18142,COUNT,-0.65,10,10,0,4015
18142,DEALER,-0.65,10,10,10,-8885
18143,BASIC,-1.033,10,10,-10,475
18143,COUNT,-1.033,10,10,-10,4005
18143,DEALER,-1.033,10,10,-10,-8895
18144,BASIC,0.754,10,10,-5,470
18144,COUNT,0.754,10,10,-10,3995
18144,DEALER,0.754,10,10,10,-8885
18145,BASIC,0.832,10,20,-20,450
18145,COUNT,0.832,10,10,-10,3985
18145,DEALER,0.832,10,10,-10,-8895
18146,BASIC,1.393,10,20,20,470
18146,COUNT,1.393,10,20,20,4005
18146,DEALER,1.393,10,10,10,-8885
18147,BASIC,3.753,10,10,10,480
